condition,drugName,total_pred
Intraocular Hypertension,Travoprost,15.87957246
Intraocular Hypertension,Xalatan,2.754372665
Intraocular Hypertension,Zioptan,4.017963461
Iritis,Lotemax,1.961052477
Iritis,Loteprednol,2.851984873
Iritis,Zylet,3.518459827
Iron Deficiency Anemia,Feraheme,1.82992248
Iron Deficiency Anemia,Ferrous fumarate / iron polysaccharide,3.308911085
Iron Deficiency Anemia,Ferrous sulfate,1.164741724
Iron Deficiency Anemia,Ferumoxytol,1.82992248
Iron Deficiency Anemia,Iron polysaccharide,0.751330358
Iron Deficiency Anemia,Iron sucrose,1.853695813
Iron Deficiency Anemia,Niferex,1.145392299
Iron Deficiency Anemia,Poly Iron,0
Iron Deficiency Anemia,ProFe,0.450553242
Iron Deficiency Anemia,Proferrin-ES,1.731146672
Iron Deficiency Anemia,Slow Fe,0.978540463
Iron Deficiency Anemia,Tandem,3.308911085
Irritable Bowel Syndrome,Alosetron,0.138285351
Irritable Bowel Syndrome,Amitiza,0.188731771
Irritable Bowel Syndrome,Amitriptyline,0.28462108
Irritable Bowel Syndrome,Atropine / hyoscyamine / phenobarbital / scopolamine,0.195387566
Irritable Bowel Syndrome,Belladonna Tincture,0.076100537
Irritable Bowel Syndrome,Bentyl,0.34224282
Irritable Bowel Syndrome,Chlordiazepoxide / clidinium,0.184072902
Irritable Bowel Syndrome,Cholestyramine,0.252278461
Irritable Bowel Syndrome,Desipramine,0.029311688
Irritable Bowel Syndrome,Dicyclomine,0.215226319
Irritable Bowel Syndrome,Donnatal,0.166433898
Irritable Bowel Syndrome,Doxepin,0.150328735
Irritable Bowel Syndrome,Effexor XR,0.108175939
Irritable Bowel Syndrome,Eluxadoline,0.062997532
Irritable Bowel Syndrome,EnteraGam,0.038634264
Irritable Bowel Syndrome,Escitalopram,0.107970012
Irritable Bowel Syndrome,Hyoscyamine,0.187402064
Irritable Bowel Syndrome,Imipramine,0.260010167
Irritable Bowel Syndrome,Immune globulin oral,0.114862011
Irritable Bowel Syndrome,Lactobacillus acidophilus,0.72481166
Irritable Bowel Syndrome,Levsin,0.186074958
Irritable Bowel Syndrome,Levsin SL,0.345032251
Irritable Bowel Syndrome,Librax,0.252140454
Irritable Bowel Syndrome,Linaclotide,0.127614812
Irritable Bowel Syndrome,Linzess,0.129287226
Irritable Bowel Syndrome,Lotronex,0.09656434
Irritable Bowel Syndrome,Lubiprostone,0.138327833
Irritable Bowel Syndrome,Metamucil,0.184622917
Irritable Bowel Syndrome,Methscopolamine,0.013481778
Irritable Bowel Syndrome,Nortriptyline,0.137420127
Irritable Bowel Syndrome,Pamine,0.005429621
Irritable Bowel Syndrome,Psyllium,0.179882457
Irritable Bowel Syndrome,Questran,0.137424847
Irritable Bowel Syndrome,Rifaximin,0.249866394
Irritable Bowel Syndrome,Symax Duotab,0.144838703
Irritable Bowel Syndrome,Tegaserod,0.072791156
Irritable Bowel Syndrome,Venlafaxine,0.048892341
Irritable Bowel Syndrome,Viberzi,0.083972402
Irritable Bowel Syndrome,Xifaxan,0.140660149
Irritable Bowel Syndrome,Zelnorm,0.104262238
Ischemic Stroke,Clopidogrel,23.01991697
Ischemic Stroke,Plavix,30.49748832
"Ischemic Stroke, Prophylaxis",Aggrenox,5.972441717
"Ischemic Stroke, Prophylaxis",Aspirin / dipyridamole,4.558243513
Joint Infection,Ceftriaxone,2.482285738
Joint Infection,Rocephin,2.482285738
Juvenile Idiopathic Arthritis,Actemra,0.451172617
Juvenile Idiopathic Arthritis,Adalimumab,2.745802826
Juvenile Idiopathic Arthritis,Enbrel,2.033889157
Juvenile Idiopathic Arthritis,Orencia,5.327639262
Juvenile Idiopathic Arthritis,Remicade,0.184835421
Juvenile Idiopathic Arthritis,Tocilizumab,0.840061506
Juvenile Rheumatoid Arthritis,Aleve,0.698111272
Juvenile Rheumatoid Arthritis,Azulfidine,0.930815029
Juvenile Rheumatoid Arthritis,Enbrel,1.582320287
Juvenile Rheumatoid Arthritis,Etanercept,1.298111272
Juvenile Rheumatoid Arthritis,Etodolac,1.081759393
Juvenile Rheumatoid Arthritis,Meloxicam,1.947166908
Keratitis,Loteprednol,0
Keratoconjunctivitis Sicca,Cyclosporine,1.411347626
Keratoconjunctivitis Sicca,Restasis,1.575399603
Keratosis,Aldara,0.672760904
Keratosis,Carac,9.01466161
Keratosis,Collagenase,0.277253131
Keratosis,Collagenase Santyl,0.360586464
Keratosis,Efudex,4.24324491
Keratosis,Fluoroplex,1.39727255
Keratosis,Fluorouracil,4.386319239
Keratosis,Imiquimod,0.844336303
Keratosis,Solaraze,0.193919798
Keratosis,Zyclara,1.056330488
Kidney Infections,Amoxicillin / clavulanate,1.28444668
Kidney Infections,Augmentin,0.105559807
Kidney Infections,Bactrim,0.067076209
Kidney Infections,Bactrim DS,0.158661653
Kidney Infections,Cephalexin,1.809777368
Kidney Infections,Cipro,0.635589759
Kidney Infections,Ciprofloxacin,0.852300256
Kidney Infections,Keflex,1.179094176
Kidney Infections,Levaquin,1.381644731
Kidney Infections,Levofloxacin,0.540879697
Kidney Infections,Methenamine,0.442537934
Kidney Infections,Rocephin,0.196683526
Kidney Infections,Septra,0.105774435
Kidney Infections,Septra DS,0.185105261
Kidney Infections,Sulfamethoxazole / trimethoprim,0.159536411
Kidney Infections,Zosyn,0.060534518
Labor Induction,Dinoprostone,11.63518786
Labor Pain,Butorphanol,0.676466161
Labor Pain,Naropin Polyamp,0
Labor Pain,Stadol,0.299370424
Lactation Augmentation,Metoclopramide,6.890941858
Lactose Intolerance,Lactaid,3.116140647
Lactose Intolerance,Lactaid Ultra,1.770151734
Lactose Intolerance,Lactase,2.031681796
Left Ventricular Dysfunction,Benazepril,3.905099559
Left Ventricular Dysfunction,Carvedilol,4.871744323
Left Ventricular Dysfunction,Coreg,8.317593932
Left Ventricular Dysfunction,Enalapril,2.327037573
Left Ventricular Dysfunction,Metoprolol,3.329398483
Left Ventricular Dysfunction,Valsartan,5.1900307
Lennox-Gastaut Syndrome,Banzel,2.026821392
Lennox-Gastaut Syndrome,Clobazam,0.166216969
Lennox-Gastaut Syndrome,Felbatol,0
Lennox-Gastaut Syndrome,Onfi,0.677222337
Lennox-Gastaut Syndrome,Rufinamide,2.472592899
Lichen Planus,Clobetasol,3.425571412
Lichen Planus,Prednisone,1.663356781
Lichen Planus,Triamcinolone,3.706842085
Lichen Sclerosus,Clobetasol,21.63518786
Lichen Sclerosus,Temovate,28.12574422
Light Anesthesia,Midazolam,1.371780035
Light Anesthesia,Versed,3.006259873
Light Sedation,Chlorpromazine,1.196710325
Light Sedation,Demerol,1.49115355
Light Sedation,Diazepam,1.166268096
Light Sedation,Meperidine,1.154635906
Light Sedation,Midazolam,0.60762827
Light Sedation,Phenergan,1.529302492
Light Sedation,Promethazine,1.002666209
Light Sedation,Thorazine,1.219169533
Light Sedation,Valium,3.625355804
Light Sedation,Versed,0.535027256
Lipodystrophy,Egrifta,1.611424732
Lipodystrophy,Tesamorelin,2.205098184
Liver Magnetic Resonance Imaging,Eovist,0.581759393
Liver Magnetic Resonance Imaging,Gadoxetate disodium,0.581759393
Local Anesthesia,Bupivacaine,12.98111272
Lyme Disease,Ceftin,4.597477421
Lyme Disease,Cefuroxime,0.082939848
Lyme Disease,Doxycycline,3.457694395
"Lyme Disease, Arthritis",Plaquenil,50.45235491
"Lyme Disease, Neurologic",Ceftriaxone,0.270439848
"Lyme Disease, Neurologic",Doxy 100,2.131242007
"Lyme Disease, Neurologic",Doxycycline,2.524105251
"Lyme Disease, Neurologic",Penicillin g benzathine,4.867917269
"Lyme Disease, Neurologic",Rocephin,0.582349621
Lymphocytic Colitis,Asacol,49.76093209
Lymphoma,Doxorubicin,5.235834539
Lymphoma,Lenalidomide,0.581759393
Macular Degeneration,Aflibercept,37.42887501
Macular Degeneration,Lucentis,1.004756689
Macular Degeneration,Ranibizumab,2.249545252
Macular Edema,Lucentis,10.37367413
Macular Edema,Ozurdex,2.163518786
Major Depressive Disorde,Abilify,0.042314125
Major Depressive Disorde,Aripiprazole,0.049318735
Major Depressive Disorde,Brexpiprazole,0.096368706
Major Depressive Disorde,Budeprion XL,0.077867785
Major Depressive Disorde,Bupropion,0.10133733
Major Depressive Disorde,Cymbalta,0.06761543
Major Depressive Disorde,Desvenlafaxine,0.053703995
Major Depressive Disorde,Desyrel,0.042217663
Major Depressive Disorde,Doxepin,0.16028511
Major Depressive Disorde,Duloxetine,0.066322554
Major Depressive Disorde,Effexor,0.038311243
Major Depressive Disorde,Effexor XR,0.058487749
Major Depressive Disorde,Escitalopram,0.044353485
Major Depressive Disorde,Fetzima,0.062022524
Major Depressive Disorde,Fluoxetine,0.081012883
Major Depressive Disorde,Fluoxetine / olanzapine,0.013062135
Major Depressive Disorde,Levomilnacipran,0.077667568
Major Depressive Disorde,Lexapro,0.143806195
Major Depressive Disorde,Mirtazapine,0.071067764
Major Depressive Disorde,Olanzapine,0.036961975
Major Depressive Disorde,Paroxetine,0.150724095
Major Depressive Disorde,Paxil,0.055337191
Major Depressive Disorde,Pristiq,0.039141113
Major Depressive Disorde,Prozac,0.126066481
Major Depressive Disorde,Prozac Weekly,0.079223328
Major Depressive Disorde,Quetiapine,0.020141098
Major Depressive Disorde,Remeron,0.134015369
Major Depressive Disorde,Rexulti,0.095198686
Major Depressive Disorde,Selegiline,0.027667693
Major Depressive Disorde,Seroquel XR,0.030803141
Major Depressive Disorde,Sertraline,0.073714512
Major Depressive Disorde,Sinequan,0.120372193
Major Depressive Disorde,Symbyax,0.013062135
Major Depressive Disorde,Trazodone,0.087229794
Major Depressive Disorde,Trintellix,0.113691304
Major Depressive Disorde,Venlafaxine,0.053282779
Major Depressive Disorde,Viibryd,0.09615759
Major Depressive Disorde,Vilazodone,0.090360152
Major Depressive Disorde,Vortioxetine,0.082990442
Major Depressive Disorde,Wellbutrin,0.110755433
Major Depressive Disorde,Wellbutrin SR,0.092895693
Major Depressive Disorde,Wellbutrin XL,0.179107345
Major Depressive Disorde,Zoloft,0.100725834
Major Depressive Disorde,Zyprexa,0.098122622
Malaria,Atovaquone,0
Malaria,Atovaquone / proguanil,0.280830801
Malaria,Coartem,1.99763909
Malaria,Doxycycline,1.247562543
Malaria,Fansidar,1.081759393
Malaria,Halfan,0
Malaria,Malarone,0.811319545
Malaria,Mefloquine,0.267550081
Malaria Prevention,Atovaquone / proguanil,1.199446823
Malaria Prevention,Doxycycline,0.284673525
Malaria Prevention,Lariam,1.441944668
Malaria Prevention,Malarone,0.962979601
Malaria Prevention,Mefloquine,0.455477639
Malignant Glioma,Bevacizumab,80.0501951
Mania,Chlorpromazine,0.493411291
Mania,Depakote,4.490390752
Mania,Depakote ER,1.49157052
Mania,Depakote Sprinkles,1.387870083
Mania,Divalproex sodium,2.630720636
Mania,Haldol,0.345596387
Mania,Haloperidol,0.865029769
Mania,Lithium,4.083899291
Mania,Risperdal,3.937604191
Mania,Risperidone,3.937604191
Melanoma,Interferon alfa-2b,0
Melanoma,Opdivo,1.442345858
Melanoma,Pembrolizumab,1.75941517
"Melanoma, Metastatic",Keytruda,3.75772429
"Melanoma, Metastatic",Temodar,2.287928559
"Melanoma, Metastatic",Vemurafenib,7.460287228
"Melanoma, Metastatic",Zelboraf,0.164870627
Melasma,Fluocinolone / hydroquinone / tretinoin,2.42746198
Melasma,Tri-Luma,2.629881861
Meniere's Disease,Diazepam,17.7054765
Meniere's Disease,Valium,8.221371388
Meningitis,Ampicillin,30.28926301
Meningococcal Meningitis Prophylaxis,Meningococcal conjugate vaccine,1.163518786
Menopausal Disorders,Esterified estrogens / methyltestosterone,24.57663037
Menopausal Disorders,Estratest H.S.,31.53508198
Menorrhagia,Dienogest / estradiol,0.235917845
Menorrhagia,Lysteda,4.052538919
Menorrhagia,Natazia,0.66781757
Menorrhagia,Tranexamic acid,2.557839911
Menstrual Disorders,Drospirenone / ethinyl estradiol,0.068040859
Menstrual Disorders,Ethinyl estradiol / norethindrone,0.063926389
Menstrual Disorders,Gianvi,0.049632466
Menstrual Disorders,Gildess Fe 1 / 20,0
Menstrual Disorders,Junel Fe 1 / 20,0.018615265
Menstrual Disorders,Loestrin 21 1 / 20,0.049995248
Menstrual Disorders,Loestrin 24 Fe,0.122621182
Menstrual Disorders,Loryna,0.01982228
Menstrual Disorders,Lysteda,0.55180343
Menstrual Disorders,Microgestin Fe 1 / 20,0.223006906
Menstrual Disorders,Microgestin Fe 1.5 / 30,0.039537545
Menstrual Disorders,Ocella,0.066700323
Menstrual Disorders,Tranexamic acid,0.397293438
Menstrual Disorders,Vestura,0
Menstrual Disorders,Yasmin,0.190537651
Menstrual Disorders,Yaz,0.072962996
Methicillin-Resistant Staphylococcus Aureus Infection,Linezolid,6.275440753
Methicillin-Resistant Staphylococcus Aureus Infection,Zyvox,4.734343857
Migraine,Acetaminophen / aspirin / caffeine,0.017673776
Migraine,Acetaminophen / aspirin / caffeine / salicylamide,0.023077534
Migraine,Almotriptan,0.022047399
Migraine,Amerge,0.031464213
Migraine,Amrix,0.117194827
Migraine,Aspirin / butalbital / caffeine,0.046567983
Migraine,Axert,0.031544269
Migraine,Botox,0.015359216
Migraine,Butalbital Compound,0.046374899
Migraine,Cafergot,0.032774942
Migraine,Caffeine / ergotamine,0.018378173
Migraine,Cambia,0.043521288
Migraine,Cyclobenzaprine,0.0704147
Migraine,Cyproheptadine,0.041650656
Migraine,Diclofenac,0.05272614
Migraine,Dihydroergotamine,0.022574749
Migraine,Eletriptan,0.027734549
Migraine,Ergomar,0.0177442
Migraine,Ergotamine,0.015526175
Migraine,Excedrin,0.016432452
Migraine,Fiorinal,0.037641632
Migraine,Flexeril,0.090514866
Migraine,Frova,0.018920424
Migraine,Frovatriptan,0.022130174
Migraine,Gabapentin,0.168970947
Migraine,Goody's Extra-Strength Headache Powders,0.014423459
Migraine,Imitrex,0.02685017
Migraine,Imitrex Statdose,0.010050573
Migraine,Maxalt,0.036526554
Migraine,Maxalt-MLT,0.03123778
Migraine,Methergine,0.044036904
Migraine,Methylergonovine,0.005493682
Migraine,Metoclopramide,0.026832608
Migraine,Migranal,0.026753384
Migraine,Naproxen / sumatriptan,0.021962394
Migraine,Naratriptan,0.039281768
Migraine,Neurontin,0.150696631
Migraine,OnabotulinumtoxinA,0.009075163
Migraine,Onzetra Xsail,0.005878396
Migraine,Orphenadrine,0.00210799
Migraine,Reglan,0.037953648
Migraine,Relpax,0.029620932
Migraine,Rizatriptan,0.021982132
Migraine,Sumatriptan,0.021206835
Migraine,Sumavel DosePro,0.01766528
Migraine,Treximet,0.020855553
Migraine,Venlafaxine,0.017312309
Migraine,Zecuity,0.032592238
Migraine,Zolmitriptan,0.013519591
Migraine,Zomig,0.024553303
Migraine,Zomig-ZMT,0.012324198
Migraine Prevention,Amitriptyline,0.11594529
Migraine Prevention,Amlodipine,0.111006486
Migraine Prevention,Atenolol,0.093335399
Migraine Prevention,Baclofen,0.114363416
Migraine Prevention,Benicar,0.097309281
Migraine Prevention,Botox,0.142578802
Migraine Prevention,Bupropion,0.021298643
Migraine Prevention,Calan,0.198099494
Migraine Prevention,Calan SR,0.237632391
Migraine Prevention,Candesartan,0.04158395
Migraine Prevention,Clonazepam,0.132830153
Migraine Prevention,Corgard,0.100553031
Migraine Prevention,Depakote,0.060223792
Migraine Prevention,Depakote ER,0.121872505
Migraine Prevention,Divalproex sodium,0.073382553
Migraine Prevention,Elavil,0.194429929
Migraine Prevention,Inderal,0.099943655
Migraine Prevention,Klonopin,0.163173376
Migraine Prevention,Lamotrigine,0.063067257
Migraine Prevention,Lioresal,0.125445679
Migraine Prevention,Lisinopril,0.106238461
Migraine Prevention,Metoprolol,0.079919491
Migraine Prevention,Nadolol,0.018452393
Migraine Prevention,Nortriptyline,0.136916028
Migraine Prevention,Norvasc,0.222134435
Migraine Prevention,Olmesartan,0.003494654
Migraine Prevention,OnabotulinumtoxinA,0.116672753
Migraine Prevention,Pamelor,0.331992552
Migraine Prevention,Pregabalin,0.070225672
Migraine Prevention,Propranolol,0.140103745
Migraine Prevention,Riboflavin,0.112856635
Migraine Prevention,Topamax,0.093479903
Migraine Prevention,Topiramate,0.072527161
Migraine Prevention,Verapamil,0.134187001
Migraine Prevention,Vitamin B2,0.067977338
Migraine Prevention,Zonegran,0.127287089
Migraine Prevention,Zonisamide,0.099961014
Mild Cognitive Impairment,Donepezil,40.87999821
Mitral Valve Prolapse,Atenolol,4.842420086
Mitral Valve Prolapse,Bystolic,3.99402522
Mitral Valve Prolapse,Inderal LA,0.540879697
Mitral Valve Prolapse,Metoprolol,3.674751849
Mitral Valve Prolapse,Nebivolol,4.631339416
Mitral Valve Prolapse,Propranolol,2.500630319
Mitral Valve Prolapse,Tenormin,4.842420086
Mitral Valve Prolapse,Toprol-XL,5.880763322
Motion Sickness,Bonine,0.720387924
Motion Sickness,Cyclizine,0.22907846
Motion Sickness,Dimenhydrinate,0.456396176
Motion Sickness,Diphenhydramine,0.532703757
Motion Sickness,Dramamine,0.726019339
Motion Sickness,Dramamine Less Drowsy,0.27399133
Motion Sickness,Marezine,2.352764376
Motion Sickness,Meclizine,0.407709552
Motion Sickness,Phenergan,0.376786092
Motion Sickness,Promethazine,0.424800045
Motion Sickness,Scopolamine,0.236468774
Motion Sickness,Transderm-Scop,0.423875866
Mountain Sickness / Altitude Sickness,Acetazolamide,11.9854827
Mountain Sickness / Altitude Sickness,Diamox,34.18359683
Mucositis,Chlorhexidine,13.46291673
Mucositis,NeutraSal,23.07753372
Mucositis,Saliva substitutes,1.551358382
Multiple Myeloma,Bortezomib,12.05389038
Multiple Myeloma,Dexamethasone,0.332433939
Multiple Myeloma,Kyprolis,0
Multiple Myeloma,Lenalidomide,13.74265807
Multiple Myeloma,Pomalidomide,0
Multiple Myeloma,Revlimid,13.74265807
Multiple Myeloma,Velcade,12.05389038
Multiple Sclerosis,Acthar,0.070472925
Multiple Sclerosis,Alemtuzumab,0.341373562
Multiple Sclerosis,Amantadine,0.147993142
Multiple Sclerosis,Ampyra,0.455679284
Multiple Sclerosis,Aubagio,0.294767589
Multiple Sclerosis,Avonex,0.123210146
Multiple Sclerosis,Betaseron,0.088180742
Multiple Sclerosis,Copaxone,0.275296489
Multiple Sclerosis,Corticotropin,0.049331047
Multiple Sclerosis,Cytoxan,0.05418628
Multiple Sclerosis,Dalfampridine,0.422473252
Multiple Sclerosis,Decadron,0.164843182
Multiple Sclerosis,Dimethyl fumarate,0.147241152
Multiple Sclerosis,Fingolimod,0.424188639
Multiple Sclerosis,Gilenya,0.399768417
Multiple Sclerosis,Glatiramer,0.258145171
Multiple Sclerosis,Glatopa,0.063425632
Multiple Sclerosis,H.P. Acthar Gel,0.01136989
Multiple Sclerosis,Interferon beta-1a,0.096939408
Multiple Sclerosis,Lemtrada,0.443979425
Multiple Sclerosis,Modafinil,0.276101723
Multiple Sclerosis,Mycophenolate mofetil,0.02818917
Multiple Sclerosis,Natalizumab,0.337991966
Multiple Sclerosis,Novantrone,0.098662094
Multiple Sclerosis,Peginterferon beta-1a,0.005413011
Multiple Sclerosis,Plegridy,0.010299004
Multiple Sclerosis,Provigil,0.165085784
Multiple Sclerosis,Rebif,0.10532203
Multiple Sclerosis,Tecfidera,0.129192519
Multiple Sclerosis,Teriflunomide,0.247703954
Multiple Sclerosis,Tysabri,0.359782639
Multiple Sclerosis,Valacyclovir,0.048155587
Multiple Sclerosis,Valtrex,0.162408605
Muscle Pain,Acetaminophen / caffeine / magnesium salicylate,0.284673525
Muscle Pain,Advil,1.081759393
Muscle Pain,Anaprox,0.613024228
Muscle Pain,Anaprox-DS,0.797085869
Muscle Pain,Aspirin / caffeine / orphenadrine,1.015895727
Muscle Pain,Aspirin / carisoprodol,0.967889983
Muscle Pain,Diclofenac,1.103234841
Muscle Pain,Ibuprofen,1.594171737
Muscle Pain,Methyl salicylate,0.027176613
Muscle Pain,Nabumetone,0.614798621
Muscle Pain,Naproxen,0.775881938
Muscle Pain,Norgesic,0.11386941
Muscle Pain,Salonpas Pain Patch,0.683216459
Muscle Pain,Voltaren,0.783845135
Muscle Pain,Zipsor,1.438552191
Muscle Spasm,Amrix,0.075011412
Muscle Spasm,Aspirin / caffeine / orphenadrine,0.050771926
Muscle Spasm,Aspirin / carisoprodol,0.095211033
Muscle Spasm,Aspirin / carisoprodol / codeine,0.081577716
Muscle Spasm,Baclofen,0.204424798
Muscle Spasm,Carisoprodol,0.171867547
Muscle Spasm,Chlorzoxazone,0.15793047
Muscle Spasm,Cyclobenzaprine,0.096581259
Muscle Spasm,Diastat,0.199373038
Muscle Spasm,Diazepam,0.179264981
Muscle Spasm,Fexmid,0.093451644
Muscle Spasm,Flexeril,0.196796168
Muscle Spasm,Lioresal,0.392287084
Muscle Spasm,Lorzone,0.191481636
Muscle Spasm,Metaxalone,0.140567979
Muscle Spasm,Methocarbamol,0.196333996
Muscle Spasm,Norflex,0.208948848
Muscle Spasm,Norgesic Forte,0.068534482
Muscle Spasm,Orphenadrine,0.07089858
Muscle Spasm,Robaxin,0.370668252
Muscle Spasm,Robaxin-750,0.157455702
Muscle Spasm,Skelaxin,0.130064463
Muscle Spasm,Soma,0.263607801
Muscle Spasm,Soma Compound,0.086095595
Muscle Spasm,Tizanidine,0.195577994
Muscle Spasm,Valium,0.290190538
Muscle Spasm,Zanaflex,0.361008229
Myasthenia Gravis,CellCept,5.703822255
Myasthenia Gravis,Mestinon,4.112884616
Myasthenia Gravis,Mestinon Timespan,1.770151734
Myasthenia Gravis,Mycophenolate mofetil,2.063652074
Myasthenia Gravis,Neostigmine,0.07561449
Myasthenia Gravis,Pyridostigmine,1.976320374
"Mycobacterium avium-intracellulare, Treatment",Clarithromycin,0.581759393
"Mycobacterium avium-intracellulare, Treatment",Ethambutol,1.829398483
"Mycobacterium avium-intracellulare, Treatment",Rifampin,2.542332113
Myelodysplastic Syndrome,Azacitidine,5.203885374
Myelodysplastic Syndrome,Vidaza,2.964442095
Myelofibrosis,Jakafi,2.163518786
Myeloproliferative Disorders,Gleevec,1.081759393
Myeloproliferative Disorders,Imatinib,1.081759393
NSAID-Induced Gastric Ulce,Esomeprazole,6.661967421
NSAID-Induced Gastric Ulce,Nexium,7.55733548
NSAID-Induced Gastric Ulce,Prevacid,5.613300133
NSAID-Induced Ulcer Prophylaxis,Esomeprazole / naproxen,149.157052
Narcolepsy,Adderall,0.436906529
Narcolepsy,Adderall XR,0.292299863
Narcolepsy,Amphetamine,0.106720658
Narcolepsy,Amphetamine / dextroamphetamine,0.332431317
Narcolepsy,Armodafinil,0.191885095
Narcolepsy,Concerta,0.12884408
Narcolepsy,Dexedrine,0.427360843
Narcolepsy,Dextroamphetamine,0.336384157
Narcolepsy,Evekeo,0
Narcolepsy,Lisdexamfetamine,0.084082942
Narcolepsy,Methylin,0.23125149
Narcolepsy,Methylphenidate,0.310147443
Narcolepsy,Modafinil,0.229792792
Narcolepsy,Nuvigil,0.182470188
Narcolepsy,Pristiq,0.437921302
Narcolepsy,Provigil,0.313325693
Narcolepsy,Ritalin,0.389729613
Narcolepsy,Ritalin-SR,0.465817187
Narcolepsy,Sodium oxybate,0.256233614
Narcolepsy,Xyrem,0.261787226
Nasal Carriage of Staphylococcus aureus,Bactroban,16.49880886
Nasal Carriage of Staphylococcus aureus,Mupirocin,16.49880886
Nasal Carriage of Staphylococcus aureus,Rifampin,0.554506262
Nasal Congestion,Afrin,0.104928224
Nasal Congestion,Afrin Original,0.020237455
Nasal Congestion,Ayr Saline Nasal,0.031584216
Nasal Congestion,Brompheniramine / pseudoephedrine,0.126336863
Nasal Congestion,Children's Dimetapp Decongestant Infant,0.126336863
Nasal Congestion,Chlorpheniramine / methscopolamine / phenylephrine,0
Nasal Congestion,Claritin-D,0.492380889
Nasal Congestion,Claritin-D 12 Hour,0.04379521
Nasal Congestion,Claritin-D 24 Hour,0.085831271
Nasal Congestion,Dexbrompheniramine / pseudoephedrine,0.161399157
Nasal Congestion,Drixoral Cold and Allergy,0.110544756
Nasal Congestion,Drixoral Decongestant Non-Drowsy,0.726436965
Nasal Congestion,Loratadine / pseudoephedrine,0.253371472
Nasal Congestion,Naphazoline,0.254148454
Nasal Congestion,Nexafed Nasal Decongestant,0.201647768
Nasal Congestion,Norel SR,0.076929346
Nasal Congestion,Nostrilla,0.058818489
Nasal Congestion,Oxymetazoline,0.062873676
Nasal Congestion,Phenylephrine,0.063187959
Nasal Congestion,Privine,0.376006441
Nasal Congestion,Pseudoephedrine,0.24569144
Nasal Congestion,Sodium chloride,0.019189243
Nasal Congestion,Sudafed 24-Hour,0.294328493
Nasal Congestion,Sudafed Congestion,0.318596618
Nasal Congestion,Sudafed PE Congestion,0.047376324
Nasal Congestion,Vicks Sinex Nasal Spray (old formulation),0.133298829
Nasal Congestion,Xylometazoline,0.12547222
Nasal Congestion,Zicam Extreme Congestion Relief,0
Nasal Polyps,Flonase,4.867917269
Nasal Polyps,Fluticasone,7.977975525
Nasal Polyps,Mometasone,6.106106952
Nasal Polyps,Nasonex,4.374108732
Nasal Polyps,Veramyst,7.977975525
Nausea/Vomiting,Atarax,0.096014147
Nausea/Vomiting,Ativan,0.11640462
Nausea/Vomiting,Benadryl,0.097230591
Nausea/Vomiting,Bonine,0.096386172
Nausea/Vomiting,Chlorpromazine,0.039401165
Nausea/Vomiting,Compazine,0.069459762
Nausea/Vomiting,Cyclizine,0.006884727
Nausea/Vomiting,Dimenhydrinate,0.266717771
Nausea/Vomiting,Diphenhydramine,0.102887792
Nausea/Vomiting,Dramamine,0.229149395
Nausea/Vomiting,Emetrol,0.110537215
Nausea/Vomiting,Haldol,0.20998416
Nausea/Vomiting,Haloperidol,0.075029781
Nausea/Vomiting,Hydroxyzine,0.166613723
Nausea/Vomiting,Inapsine,0
Nausea/Vomiting,Lorazepam,0.177711516
Nausea/Vomiting,Meclizine,0.111710954
Nausea/Vomiting,Metoclopramide,0.100464434
Nausea/Vomiting,Ondansetron,0.106984989
Nausea/Vomiting,Peppermint,0
Nausea/Vomiting,Phenergan,0.13822628
Nausea/Vomiting,Phosphorated carbohydrate solution,0.045979981
Nausea/Vomiting,Prochlorperazine,0.065042012
Nausea/Vomiting,Promethazine,0.136319243
Nausea/Vomiting,Reglan,0.105488634
Nausea/Vomiting,Scopolamine,0.03269896
Nausea/Vomiting,Tigan,0.049216532
Nausea/Vomiting,Transderm-Scop,0.034490943
Nausea/Vomiting,Trimethobenzamide,0.044806602
Nausea/Vomiting,Vistaril,0.323247629
Nausea/Vomiting,Zofran,0.109834974
Nausea/Vomiting,Zofran ODT,0.115507198
Nausea/Vomiting of Pregnancy,Diclegis,0.178219219
Nausea/Vomiting of Pregnancy,Doxylamine / pyridoxine,0.209915397
"Nausea/Vomiting, Chemotherapy Induced",Aprepitant,0.482523878
"Nausea/Vomiting, Chemotherapy Induced",Ativan,1.596882914
"Nausea/Vomiting, Chemotherapy Induced",Cesamet,0.277028282
"Nausea/Vomiting, Chemotherapy Induced",Dexamethasone,0.574690263
"Nausea/Vomiting, Chemotherapy Induced",Dronabinol,1.991201752
"Nausea/Vomiting, Chemotherapy Induced",Emend,0.346944502
"Nausea/Vomiting, Chemotherapy Induced",Granisetron,0.166366869
"Nausea/Vomiting, Chemotherapy Induced",Marinol,1.675277122
"Nausea/Vomiting, Chemotherapy Induced",Ondansetron,0.526863163
"Nausea/Vomiting, Chemotherapy Induced",Rolapitant,0.360586464
"Nausea/Vomiting, Chemotherapy Induced",Sancuso,0.380502684
"Nausea/Vomiting, Chemotherapy Induced",Zofran,0.58772456
"Nausea/Vomiting, Chemotherapy Induced",Zofran ODT,0.07921518
"Nausea/Vomiting, Postoperative",Aprepitant,0.248819545
"Nausea/Vomiting, Postoperative",Emend,0.436319545
